Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language,Consentration,Course URL,Campus,Application Deadline,Scholarship Available,Scholarship Detail,Backlog Range,Remarks,ESL/ELP Detail,ApplicationMode,DetScore,GRE,GMAT,count
BCIT007,Bachelor of Environmental Engineering Technology,"23,958",154,Sep,Undergraduate,"Grade 12 with 70%. English 12 (67%) or 3.0 credits of post-secondary English, humanities or social sciences (67%) from a recognized institution. Post-secondary: one of the following: A recognized diploma in engineering, science or natural resource management or A recognized bachelor’s degree in engineering, science or natural resource management A minimum of six months of relevant work experience. ",,18,18,18,18,6,6,6,6,,,90,6.5,58,58,58,58,65,Undergraduate,Engineering and Engineering Trades,Environmental Engineering,24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/8120btech#entry,Burnaby,ASAP,No,,,,,,120,,,301
BCIT007,Bachelor of Technology in Environmental Engineering Technology,"23,958",154,Sep,Undergraduate,"Grade 12 with 70%. English 12 (67%) or 3.0 credits of post-secondary English, humanities or social sciences (67%) from a recognized institution. Post-secondary: one of the following: A recognized diploma in engineering, science or natural resource management or A recognized bachelor’s degree in engineering, science or natural resource management A minimum of six months of relevant work experience. ",,18,18,18,18,6,6,6,6,,,90,6.5,58,58,58,58,65,Undergraduate,Engineering and Engineering Trades,Environmental Engineering,48 Months,British Columbia,English,,https://www.bcit.ca/study/programs/8120btech,Burnaby,ASAP,No,,,,,,120,,,302
BCIT007,Diploma in Mechatronics and Robotics,"19,578",154,Sep,UG Diploma/Certificate/Associate Degree,"Grade 12 with 70%. English 12 (67%) or 3.0 credits of post-secondary English, humanities or social sciences (67%) from a recognized institution. Physics 11 (73%) Chemistry 11 (67%) Math: Pre-Calculus 12 (73%)",,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Mechatronics,24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/7340diplt,Burnaby,ASAP,No,,,,,,120,,,303
BCIT007,Diploma in Electrical and Computer Engineering Technology (Telecommunications and Networks Option),"19,578",154,"Jan, Sep",UG Diploma/Certificate/Associate Degree,"Grade 12 with 70%. English 12 (67%) or 3.0 credits of post-secondary English, humanities or social sciences (67%) from a recognized institution. Math: Pre-Calculus 12 (73%) Chemistry 11 (67%) Physics 12 (67%)",,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Telecommunications Engineering,24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/534cdipma,Burnaby,ASAP,No,,,,,,120,,,304
BCIT007,Diploma in Telecommunications Technician (Telecommunications Networks Option),"19,460",154,Sep,UG Diploma/Certificate/Associate Degree,"Grade 12 with 70%. English 12 (50%) or 3.0 credits of post-secondary English, humanities or social sciences (50%) from a recognized institution  Math: Pre-Calculus 11 (60%)",,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Telecommunications Engineering,12 Months,British Columbia,English,,https://www.bcit.ca/study/programs/278adipma#entry,Burnaby,ASAP,No,,,,,,120,,,305
BCIT007,Diploma in Telecommunications Technician (Radio Systems Option),"19,460",154,Sep,UG Diploma/Certificate/Associate Degree,"Grade 12 with 70%. English 12 (50%) or 3.0 credits of post-secondary English, humanities or social sciences (50%) from a recognized institution  Math: Pre-Calculus 11 (60%)",,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Telecommunications Engineering,12 Months,British Columbia,English,,https://www.bcit.ca/study/programs/278bdipma#entry,Burnaby,ASAP,No,,,,,,120,,,306
BCIT007,Diploma in Mineral Exploration and Mining Technology,"19,578",154,Sep,UG Diploma/Certificate/Associate Degree,"Grade 12 with 70%. English 12 (67%) or 3.0 credits of post-secondary English, humanities or social sciences (67%) from a recognized institution Physics 11 (67%) Chemistry 11 (67%) Math: one of the following: Principles of Mathematics 12 (67%) or Pre-Calculus 12 (67%)",,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Mining Engineering,24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/6640dipma#details,Burnaby,ASAP,No,,,,,,120,,,307
BCIT007,Bachelor of Engineering in Mining and Mineral Resource Engineering ,"19,578",154,Sep,Undergraduate,"Grade 12 with 70%. Post-Secondary: one of the following: Completion of all Mineral Exploration and Mining Technology first year diploma courses, with a minimum year-end average GPA of 70% or An equivalent level of formal education at the post-secondary level, with a minimum year-end average GPA of 70%",,18,18,18,18,6,6,6,6,,,90,6.5,58,58,58,58,65,Undergraduate,Engineering and Engineering Trades,Mining Engineering,48 Months,British Columbia,English,,https://www.bcit.ca/study/programs/8610beng#overview,Burnaby,ASAP,No,,,,,,120,,,308
BCIT007,Diploma in Aircraft Maintenance Engineer Category 'M' (Maintenance),"17,141.44",154,"Sep, Jan",UG Diploma/Certificate/Associate Degree,Grade 12 with 70%. General Mechanics 11 or Automotive Mechanics 11 or Technical Education 11 or Physics 11 Math: one of the following: Principles of Mathematics 11 (60%) or Applications of Mathematics 11 (60%) or Apprenticeship and Workplace Mathematics 11 (60%) or Foundations of Mathematics 11 (60%) or Pre-Calculus 11 (60%) or BCIT Math Trades Pre-entry Test BCIT Mechanical Reasoning Trades Pre-entry Test,,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Textile Engineering,16 Months,British Columbia,English,,https://www.bcit.ca/study/programs/1010dipts#entry,Burnaby,ASAP,No,,,,,,120,,,309
BCIT007,Diploma in Aircraft Maintenance Engineer Category ‘E’ (Electronics),"19,460",154,"Sep, Jan",UG Diploma/Certificate/Associate Degree,Grade 12 with 70%. General Mechanics 11 or Automotive Mechanics 11 or Technical Education 11 or Physics 11 Math: one of the following: Principles of Mathematics 11 (60%) or Applications of Mathematics 11 (60%) or Apprenticeship and Workplace Mathematics 11 (60%) or Foundations of Mathematics 11 (60%) or Pre-Calculus 11 (60%) or BCIT Math Trades Pre-entry Test BCIT Mechanical Reasoning Trades Pre-entry Test,,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Textile Engineering,16 Months,British Columbia,English,,https://www.bcit.ca/study/programs/1165dipma,Burnaby,ASAP,No,,,,,,120,,,310
BCIT007,Diploma in Airline and Flight Operations Commercial Pilot (Fixed-Wing),"17,792",154,May,UG Diploma/Certificate/Associate Degree,"Grade 12 with 70%. English 12 (50%) or 3.0 credits of post-secondary English, humanities or social sciences (50%) from a recognized institution  Math: Pre-Calculus 11 (60%)",,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Textile Engineering,16 Months,British Columbia,English,,https://www.bcit.ca/study/programs/100adipma#entry,Burnaby,ASAP,No,,,,,,120,,,311
BCIT007,Diploma in Airline and Flight Operations Commercial Pilot (Rotary-Wing),"17,792",154,May,UG Diploma/Certificate/Associate Degree,"Grade 12 with 70%. English 12 (50%) or 3.0 credits of post-secondary English, humanities or social sciences (50%) from a recognized institution  Math: Pre-Calculus 11 (60%)",,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Textile Engineering,14 Months,British Columbia,English,,https://www.bcit.ca/study/programs/100bdipma#entry,Burnaby,ASAP,No,,,,,,120,,,312
BCIT007,Diploma in Aircraft Maintenance Engineer Category 'M' (Maintenance),"17,141.44",154,"Sep, Jan",UG Diploma/Certificate/Associate Degree,Grade 12 with 70%. General Mechanics 11 or Automotive Mechanics 11 or Technical Education 11 or Physics 11 Math: one of the following: Principles of Mathematics 11 (60%) or Applications of Mathematics 11 (60%) or Apprenticeship and Workplace Mathematics 11 (60%) or Foundations of Mathematics 11 (60%) or Pre-Calculus 11 (60%) or BCIT Math Trades Pre-entry Test BCIT Mechanical Reasoning Trades Pre-entry Test,,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Plastics Engineering,16 Months,British Columbia,English,,https://www.bcit.ca/study/programs/1010dipts#entry,Burnaby,ASAP,No,,,,,,120,,,313
BCIT007,Diploma in Aircraft Maintenance Engineer Category ‘E’ (Electronics),"19,460",154,"Sep, Jan",UG Diploma/Certificate/Associate Degree,Grade 12 with 70%. General Mechanics 11 or Automotive Mechanics 11 or Technical Education 11 or Physics 11 Math: one of the following: Principles of Mathematics 11 (60%) or Applications of Mathematics 11 (60%) or Apprenticeship and Workplace Mathematics 11 (60%) or Foundations of Mathematics 11 (60%) or Pre-Calculus 11 (60%) or BCIT Math Trades Pre-entry Test BCIT Mechanical Reasoning Trades Pre-entry Test,,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Plastics Engineering,16 Months,British Columbia,English,,https://www.bcit.ca/study/programs/1165dipma,Burnaby,ASAP,No,,,,,,120,,,314
BCIT007,Diploma in Airline and Flight Operations Commercial Pilot (Fixed-Wing),"17,792",154,May,UG Diploma/Certificate/Associate Degree,"Grade 12 with 70%. English 12 (50%) or 3.0 credits of post-secondary English, humanities or social sciences (50%) from a recognized institution  Math: Pre-Calculus 11 (60%)",,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Plastics Engineering,16 Months,British Columbia,English,,https://www.bcit.ca/study/programs/100adipma#entry,Burnaby,ASAP,No,,,,,,120,,,315
BCIT007,Diploma in Airline and Flight Operations Commercial Pilot (Rotary-Wing),"17,792",154,May,UG Diploma/Certificate/Associate Degree,"Grade 12 with 70%. English 12 (50%) or 3.0 credits of post-secondary English, humanities or social sciences (50%) from a recognized institution  Math: Pre-Calculus 11 (60%)",,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Plastics Engineering,14 Months,British Columbia,English,,https://www.bcit.ca/study/programs/100bdipma#entry,Burnaby,ASAP,No,,,,,,120,,,316
BCIT007,Bachelor of Science in Ecological Restoration,"23,958",154,Sep,Undergraduate,"Grade 12 with 70%. English 12 (67%) or 3.0 credits of post-secondary English, humanities or social sciences (67%) from a recognized institution Applicants must meet a two-year diploma as one of the entrance requirements.  2 years diploma + 2 years degree = 4 years  ",,18,18,18,18,6,6,6,6,,,90,6.5,58,58,58,58,65,Undergraduate,Environmental Science/Protection,Renewable Energy and Materials,24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/8040bsc,Burnaby,ASAP,No,,,,,,120,,,317
BCIT007,Master of Science in Ecological Restoration,"30,214.70",154,Sep,Postgraduate,"A four-year bachelor’s degree with a cumulative grade point average of at least 3.0/4.33 (70%; B average) in ecological restoration, ecology, plant science, animal science, soil science, environmental science, resource science (land, water, fish and wildlife, forestry), physical geography, environmental engineering, or a related program from a recognized post-secondary institution.",,20,20,20,20,6.5,6.5,6.5,6.5,,,93,7,65,65,65,65,63,Postgraduate,Environmental Science/Protection,Renewable Energy and Materials,24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/m400msc#overview,Burnaby,ASAP,No,,0 - 3,,,,,,,318
BCIT007,"Diploma in Fish, Wildlife and Recreation","19,578",154,Sep,UG Diploma/Certificate/Associate Degree,Grade 12 with 70%. English (67%)  Biology: one of the following: Biology 11 (67%) Biology 12 (67%) Math: one of the following: Principles of Mathematics 11 (67%) or Applications of Mathematics 11 (73%) or Pre-Calculus 11 (67%) or Foundations of Mathematics 11 (73%) Science: one of the following with minimum high school grade 11 (60%): Chemistry (preferred) or Physics or Applied Physics (preferred) or Earth Science or Geology or Recognized Resource Science 12 or Geography or Forestry,,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Environmental Science/Protection,"Wild Life Ecosystem, Conservation",24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/7930dipma#overview,Burnaby,ASAP,No,,,,,,120,,,319
BCIT007,Diploma in Forest and Natural Areas Management,"19,578",154,Sep,UG Diploma/Certificate/Associate Degree,Grade 12 with 70%. English 12 (67%) or Math: one of the following: Principles of Mathematics 11 (60%) or Applications of Mathematics 11 (67%) or Pre-Calculus 11 (60%) or Foundations of Mathematics 11 (67%) Science: two of the following with minimum high school grade 11 (60%): Biology Chemistry Physics or Applied Physics Earth Science Geology Recognized Resource Science 12 Geography Forestry ,,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Environmental Science/Protection,"Wild Life Ecosystem, Conservation",24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/7470dipma#overview,Burnaby,ASAP,No,,,,,,120,,,320
BCIT007,Bachelor of Science in Ecological Restoration,"23,958",154,Sep,Undergraduate,"Grade 12 with 70%. English 12 (67%) or 3.0 credits of post-secondary English, humanities or social sciences (67%) from a recognized institution Applicants must meet a two-year diploma as one of the entrance requirements.  2 years diploma + 2 years degree = 4 years  ",,18,18,18,18,6,6,6,6,,,90,6.5,58,58,58,58,65,Undergraduate,Environmental Science/Protection,"Wild Life Ecosystem, Conservation",24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/8040bsc,Burnaby,ASAP,No,,,,,,120,,,321
BCIT007,Master of Science in Ecological Restoration,"30,214.70",154,Sep,Postgraduate,"A four-year bachelor’s degree with a cumulative grade point average of at least 3.0/4.33 (70%; B average) in ecological restoration, ecology, plant science, animal science, soil science, environmental science, resource science (land, water, fish and wildlife, forestry), physical geography, environmental engineering, or a related program from a recognized post-secondary institution.",,20,20,20,20,6.5,6.5,6.5,6.5,,,93,7,65,65,65,65,63,Postgraduate,Environmental Science/Protection,"Wild Life Ecosystem, Conservation",24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/m400msc#overview,Burnaby,ASAP,No,,0 - 3,,,,,,,322
BCIT007,Diploma in Chemical and Environmental Technology (Analytical Science Option),"19,578",154,Sep,UG Diploma/Certificate/Associate Degree,Grade 12 with 70%. English (67%)  Chemistry 12 (73%) Math: one of the following: Principles of Mathematics 12 (73%) or Pre-Calculus 12 (73%),,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Environmental Science/Protection,Environmental Science and Technology,24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/537adiplt#entry,Burnaby,ASAP,No,,,,,,120,,,323
BCIT007,Diploma in Chemical and Environmental Technology (Process Engineering Option),"19,578",154,Sep,UG Diploma/Certificate/Associate Degree,Grade 12 with 70%. English (67%)  Chemistry 12 (73%) Math: one of the following: Principles of Mathematics 12 (73%) or Pre-Calculus 12 (73%),,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Environmental Science/Protection,Environmental Science and Technology,24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/537bdiplt,Burnaby,ASAP,No,,,,,,120,,,324
BCIT007,Bachelor of Environmental Engineering Technology,"23,958",154,Sep,Undergraduate,"Grade 12 with 70%. English 12 (67%) or 3.0 credits of post-secondary English, humanities or social sciences (67%) from a recognized institution. Post-secondary: one of the following: A recognized diploma in engineering, science or natural resource management or A recognized bachelor’s degree in engineering, science or natural resource management A minimum of six months of relevant work experience. ",,18,18,18,18,6,6,6,6,,,90,6.5,58,58,58,58,65,Undergraduate,Environmental Science/Protection,Environmental Science and Technology,24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/8120btech#entry,Burnaby,ASAP,No,,,,,,120,,,325
BCIT007,Bachelor of Technology- Environmental Health (Public Health Inspection),"23,958",154,Sep,Undergraduate,"Grade 12 with 70%. Two years of education in English in an English-speaking country with: 3.0 credits of post-secondary English, humanities or social sciences (67%) from a recognized institution Post-secondary: 60.0 credits that include: A minimum 18.0 credits at the second year level in at least two subject areas (67%) Biology (67%) Chemistry (67%) A minimum 6.0 additional credits of science (67%) Applicants must meet a two-year diploma as one of the entrance requirements.  2 years diploma + 2 years degree = 4 years   ",,18,18,18,18,6,6,6,6,,,90,6.5,58,58,58,58,65,Undergraduate,Environmental Science/Protection,Environmental Science and Technology,24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/8500dbtech#overview,Burnaby,ASAP,No,,,,,,120,,,326
BCIT007,Diploma in Occupational Health and Safety,"23,958",154,Sep,UG Diploma/Certificate/Associate Degree,"Grade 12 with 70%. English Studies 12 (67%) or 3.0 credits of post-secondary English, humanities or social sciences (67%) from a recognized institution. Chemistry 11 (50%) Physics 11 (50%) Math: Pre-Calculus 12 (50%) ",,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Health,"Health Science, Healthcare, Health Management",24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/6850diplt,Burnaby,ASAP,No,,,,,,120,,,327
BCIT007,Diploma in Radio Arts and Entertainment,"19,578",154,Sep,UG Diploma/Certificate/Associate Degree,"Grade 12 with 70%. English 12 (67%) or 3.0 credits of post-secondary English, humanities or social sciences (67%) from a recognized institution Math: one of the following: Principles of Mathematics 11 or Applications of Mathematics 11 or Apprenticeship and Workplace Mathematics 11 (60%) or Foundations of Mathematics 11 or Pre-Calculus 11",,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Journalism and Information,"Media, Mass communication, Technical comunication",24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/6110dipma#details,Burnaby,ASAP,No,,,,,,120,,,328
BCIT007,Diploma in Television & Video Production,"19,578",154,Sep,UG Diploma/Certificate/Associate Degree,"Grade 12 with 70%. English 12 (67%) or 3.0 credits of post-secondary English, humanities or social sciences (67%) from a recognized institution Math: one of the following: Principles of Mathematics 11 or Applications of Mathematics 11 or Apprenticeship and Workplace Mathematics 11 (60%) or Foundations of Mathematics 11 or Pre-Calculus 11",,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Journalism and Information,"Media, Mass communication, Technical comunication",24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/6130dipma,Burnaby,ASAP,No,,,,,,120,,,329
BCIT007,Diploma in Broadcast and Online Journalism,"19,578",154,Sep,UG Diploma/Certificate/Associate Degree,"Grade 12 with 70%. English 12 (67%) or 3.0 credits of post-secondary English, humanities or social sciences (67%) from a recognized institution Math: one of the following: Principles of Mathematics 11 or Applications of Mathematics 11 or Apprenticeship and Workplace Mathematics 11 (60%) or Foundations of Mathematics 11 or Pre-Calculus 11",,18,18,18,18,6,6,6,6,,,86,6.5,58,58,58,58,60,UG Diploma/Certificate/Associate Degree,Journalism and Information,"Journalism, Broadcasting Journalism",24 Months,British Columbia,English,,https://www.bcit.ca/study/programs/6135dipma#overview,Burnaby,ASAP,No,,,,,,120,,,330
BCIT007,Bachelor of Science (Hons) in Biochemistry and Forensic Science (Combined),"23,958",154,Sep,Undergraduate,Grade 12 with 70%. English with 70% and Biology with 70% is required.,,18,18,18,18,6,6,6,6,,,90,6.5,58,58,58,58,65,Undergraduate,Law,Forensic Science,48 Months,British Columbia,English,,https://www.bcit.ca/study/programs/9940bsc,Burnaby,ASAP,No,,,This is a Four-year Bachelor of Science Combined Honours program. Year 1 at UBC taking first-year science courses. Years 2 to 4 at both UBC and BCIT. Optional Co-op avaialble.,,,120,,,331
