Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,hase,Min TOEFL iBT,Min IELTS Overall
,Advanced College Diploma - Mechanical Engineering Technology - Industrial (Optional Co-op) (3704),"CA$ 14,988.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,60.00%,21,21,21,21,6,6,6,6,1032,DLI#: O19394700003,84,6.5
,Advanced College Diploma - Mechanical Engineering Technology - Industrial - Fast Track (Optional Co-op) (3747),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,2-Year Undergraduate Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Advanced College Diploma - Software Engineering Technology - Fast Track (Optional Co-op) (3429),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,2-Year Undergraduate Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Bachelor of Information Technology - Computer and Communication Networks (0131) (Co-op),"CA$ 18,366.00",CA$ 0.00,"Start: Sep 2019, Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,College Certificate - Baking Skills (1810),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Certificate - Court Support Services (2470),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Certificate - Culinary Skills - Chef Training (1812),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Baking and Pastry Arts Management (1813),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Financial Services (2483),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Computer Systems Technician - Networking  - Fast Track (3424),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,2-Year Undergraduate Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,College Diploma - Culinary Management (1811),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Electro-Mechanical Engineering Technician - Automation and Robotics (4105),"CA$ 14,988.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Electronics Engineering Technician (3205),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Electronics Engineering Technician  - Fast Track (3221),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,2-Year Undergraduate Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,College Diploma - Energy Systems Engineering Technician (3755),"CA$ 14,988.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Energy Systems Engineering Technician - Fast Track (3775),"CA$ 14,988.00",CA$ 0.00,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,2-Year Undergraduate Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,College Diploma - Hospitality - Hotel Operations Management (1807),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Law Clerk (2804),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Mechanical Engineering Technician - Design (3701),"CA$ 14,988.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Mechanical Engineering Technician - Design - Fast Track (3725),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,2-Year Undergraduate Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,College Diploma - Recreation and Leisure Services (1202),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Software Engineering Technician - Fast Track (3428),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,2-Year Undergraduate Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,College Diploma - Special Event Planning (1803),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Tourism - Travel Services Management (1824),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,Graduate Certificate - Financial Planning (2843),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - Project Management (2528),"CA$ 18,304.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - Strategic Management - Accounting (2844),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - Event Management (1831),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - Food Media (1833),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,"Graduate Certificate - Hotel, Resort and Restaurant Management (1830)","CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - International Development (2895),"CA$ 21,120.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - Marketing - Corporate Account Management (2846) (Optional Co-op),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - Marketing - Research and Analytics (2845) (Optional Co-op),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - Marketing Management (2825),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Advanced College Diploma - Biomedical Engineering Technology (Optional Co-op) (3407),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Advanced College Diploma - Business Administration - Accounting (Optional Co-op) (2405),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,Advanced College Diploma - Business Administration - Accounting - Fast Track (2435),"CA$ 21,120.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,3-Year Undergraduate Advanced Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Advanced College Diploma - Business Administration - Finance (2493) (Optional Co-op),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,60.00%,21,21,21,21,6,6,6,6,1032,DLI#: O19394700003,84,6.5
,Advanced College Diploma - Business Administration - Human Resources (Optional Co-op) (2709),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,60.00%,21,21,21,21,6,6,6,6,1032,DLI#: O19394700003,84,6.5
,Advanced College Diploma - Business Administration - International Business (Optional Co-op) (2409),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,60.00%,21,21,21,21,6,6,6,6,1032,DLI#: O19394700003,84,6.5
,Advanced College Diploma - Business Administration - Leadership and Management (Optional Co-op) (2406),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,60.00%,21,21,21,21,6,6,6,6,1032,DLI#: O19394700003,84,6.5
,Advanced College Diploma - Business Administration - Marketing (Optional Co-op) (2403),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,60.00%,21,21,21,21,6,6,6,6,1032,DLI#: O19394700003,84,6.5
,Advanced College Diploma - Computer Systems Technology - Networking (Optional Co-op) (3405),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,60.00%,21,21,21,21,6,6,6,6,1032,DLI#: O19394700003,84,6.5
,College Diploma - Early Childhood Education (1221),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,Advanced College Diploma - Health Informatics Technology (Optional Co-op) (3508),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,60.00%,21,21,21,21,6,6,6,6,1032,DLI#: O19394700003,84,6.5
,Advanced College Diploma - Software Engineering Technology (3409) (Optional Co-op),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,Grade 12 / High School,60.00%,21,21,21,21,6,6,6,6,1032,DLI#: O19394700003,84,6.5
,College Certificate - Bookkeeping (2906),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Certificate - Computer Repair and Maintenance (3218),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Certificate - Office Administration - General (2701),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Business (2803),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Business Accounting (2801),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Business - International Business (2809),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Business - Marketing (2805),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Business - Supply Chain and Operations (2506),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Computer Systems Technician - Networking (3404),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Electrical Engineering Technician (3822),"CA$ 14,988.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Fashion Business and Management (2460),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Sep 2020, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Food and Beverage Management (1808),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Office Administration - Executive (2606),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Office Administration - Health Services (2603),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Office Administration - Legal (2602),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1032,DLI#: O19394700003,80,6
,College Diploma - Software Engineering Technician (3408),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,21,21,21,21,6,6,6,6,1032,DLI#: O19394700003,84,6.5
,Graduate Certificate - Advanced Business Management - Alcoholic Beverages (2885) (Optional Co-op),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2020, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - Human Resources Management (2860) (Optional Co-op),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - International Business Management (2859),"CA$ 18,304.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - Global Business Management (2880),"CA$ 14,080.00",CA$ 0.00,"Start: Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - Mobile Applications Development (3223),"CA$ 14,988.00",CA$ 0.00,"Start: Sep 2020, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - Paralegal (2870),"CA$ 21,120.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - Supply Chain Management - Logistics (2862) (Optional Co-op),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2020, Sep 2021",Postgraduate Certificate / Master's Degree,3-Year Undergraduate Advanced Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,English Language Learning (6519),"CA$ 8,827.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",English as Second Language (ESL),Grade 12 / High School, ,,,,,,,,,1032,DLI#: O19394700003,,
,Graduate Certificate - Food Tourism (1834),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Jan 2020, Sep 2020, Jan 2021, Sep 2021",Postgraduate Certificate / Master's Degree,2-Year Undergraduate Diploma,73.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Graduate Certificate - Insurance Management (2890),"CA$ 14,080.00",CA$ 0.00,"Start: Sep 2019, Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,3-Year Undergraduate Advanced Diploma,50.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
,Advanced College Diploma - Game - Programming - Fast Track (3129) (Optional Co-op),"CA$ 14,988.00",CA$ 0.00,"Start: Jan 2020, Sep 2020, Jan 2021, Sep 2021",3-Year Undergraduate Advanced Diploma,2-Year Undergraduate Diploma,60.00%,22,22,22,22,6,6,6,6,1032,DLI#: O19394700003,88,6.5
